Rank,party,total_allocation,state_component,iplc_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
133,Pakistan,0.2674,0.1337,0.1337,0.2551,0.0123,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
134,Türkiye,0.2674,0.1337,0.1337,0.2551,0.0123,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
135,Thailand,0.2633,0.1316,0.1316,0.2551,0.0082,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
136,Iraq,0.2621,0.1310,0.1310,0.2551,0.0069,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
137,Malaysia,0.2604,0.1302,0.1302,0.2551,0.0053,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
138,Viet Nam,0.2601,0.1301,0.1301,0.2551,0.0050,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
139,Philippines,0.2599,0.1299,0.1299,0.2551,0.0048,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
140,China,0.2574,0.1287,0.1287,0.1074,0.1500,0.0000,Upper middle income,False,False,False,Band 6: > 10.0%
141,India,0.2489,0.1245,0.1245,0.2014,0.0475,0.0000,Lower middle income,False,False,False,Band 5: 1.0% - 10.0%
142,Mexico,0.2325,0.1162,0.1162,0.2014,0.0311,0.0000,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
